,movieId,title,genres,release_year,runtime,budget,revenue,vote_average,vote_count,0,1,2,3,4,5,6,7
65,11525,Lawnmower Man 2: Beyond Cyberspace,"['Action', 'Science Fiction']",1996,92,0,2409225,2.8,32,Action,Science Fiction,,,,,,
66,40628,Two Bits,"['Drama', 'Family']",1995,85,0,0,5.4,11,Drama,Family,,,,,,
67,4482,French Twist,"['Comedy', 'Romance']",1995,95,0,0,6.0,43,Comedy,Romance,,,,,,
68,10634,Friday,['Comedy'],1995,91,3500000,28215918,7.0,513,Comedy,,,,,,,
69,755,From Dusk Till Dawn,"['Horror', 'Action', 'Thriller', 'Crime']",1996,108,19000000,25836616,6.9,1644,Horror,Action,Thriller,Crime,,,,
70,11859,Fair Game,"['Action', 'Thriller', 'Romance']",1995,91,50000000,11534477,4.1,54,Action,Thriller,Romance,,,,,
71,28387,Kicking and Screaming,"['Comedy', 'Drama', 'Romance']",1995,96,0,718490,7.0,36,Comedy,Drama,Romance,,,,,
72,48750,Les Miserables,"['Drama', 'History']",1995,175,0,0,6.6,8,Drama,History,,,,,,
73,20927,Bed of Roses,"['Drama', 'Romance']",1996,87,0,19030691,5.1,27,Drama,Romance,,,,,,
74,36929,Big Bully,"['Comedy', 'Family']",1996,90,15000000,2042530,3.9,16,Comedy,Family,,,,,,
75,9102,Screamers,"['Horror', 'Science Fiction']",1995,108,20000000,5781885,6.1,154,Horror,Science Fiction,,,,,,
76,124626,Nico Icon,['Documentary'],1995,70,0,0,7.3,3,Documentary,,,,,,,
77,27526,The Crossing Guard,"['Drama', 'Thriller']",1995,111,0,0,6.1,74,Drama,Thriller,,,,,,
78,9623,The Juror,"['Drama', 'Thriller']",1996,118,44000000,0,5.5,91,Drama,Thriller,,,,,,
79,46785,The White Balloon,"['Family', 'Drama']",1995,85,0,0,7.5,20,Family,Drama,,,,,,
80,400,Things to Do in Denver When You're Dead,"['Drama', 'Crime']",1995,116,8000000,529766,6.7,87,Drama,Crime,,,,,,
81,880,Antonia's Line,"['Drama', 'Comedy']",1995,102,900000,0,7.2,26,Drama,Comedy,,,,,,
82,146599,Once Upon a Time... When We Were Colored,"['Romance', 'Drama']",1996,115,0,0,4.5,2,Romance,Drama,,,,,,
83,188588,Last Summer in the Hamptons,[],1995,108,0,0,0.0,0,,,,,,,,
84,8447,Angels and Insects,"['Drama', 'Romance']",1995,118,0,0,6.3,17,Drama,Romance,,,,,,
85,10534,White Squall,"['Action', 'Drama']",1996,129,38000000,10300000,6.3,86,Action,Drama,,,,,,
86,17414,Dunston Checks In,"['Adventure', 'Comedy', 'Family']",1996,88,16000000,0,5.1,59,Adventure,Comedy,Family,,,,,
87,13997,Black Sheep,['Comedy'],1996,87,0,32,6.0,124,Comedy,,,,,,,
88,2086,Nick of Time,"['Crime', 'Drama', 'Thriller']",1995,90,8169363,8175346,6.1,190,Crime,Drama,Thriller,,,,,
89,61548,The Journey of August King,['Drama'],1995,91,0,0,6.7,3,Drama,,,,,,,
90,9095,Mary Reilly,"['Drama', 'Horror', 'Thriller', 'Romance']",1996,104,47000000,12379402,5.7,77,Drama,Horror,Thriller,Romance,,,,
91,12158,Vampire in Brooklyn,"['Comedy', 'Horror', 'Romance']",1995,100,14000000,19800000,4.5,113,Comedy,Horror,Romance,,,,,
92,9283,Beautiful Girls,"['Comedy', 'Drama', 'Romance']",1996,112,0,0,6.6,103,Comedy,Drama,Romance,,,,,
93,9208,Broken Arrow,"['Action', 'Adventure', 'Drama', 'Thriller']",1996,108,50000000,150270147,5.7,459,Action,Adventure,Drama,Thriller,,,,
94,40154,A Midwinter's Tale,['Comedy'],1995,99,0,0,7.5,6,Comedy,,,,,,,
95,406,La Haine,['Drama'],1995,98,3000000,0,7.9,695,Drama,,,,,,,
96,45549,Shopping,"['Action', 'Adventure', 'Drama', 'Science Fiction', 'Thriller']",1994,105,0,0,5.6,13,Action,Adventure,Drama,Science Fiction,Thriller,,,
97,63076,Heidi Fleiss: Hollywood Madam,['Documentary'],1995,106,0,0,6.8,4,Documentary,,,,,,,
98,11062,City Hall,"['Drama', 'Thriller']",1996,111,0,0,6.0,67,Drama,Thriller,,,,,,
99,13685,Bottle Rocket,"['Comedy', 'Crime', 'Drama']",1996,91,7000000,560069,6.8,285,Comedy,Crime,Drama,,,,,
100,47475,Mr. Wrong,"['Comedy', 'Romance']",1996,96,0,0,3.3,16,Comedy,Romance,,,,,,
101,2045,Unforgettable,"['Drama', 'Mystery', 'Science Fiction', 'Thriller']",1996,106,18000000,0,5.3,22,Drama,Mystery,Science Fiction,Thriller,,,,
102,9614,Happy Gilmore,['Comedy'],1996,92,12000000,41205099,6.5,767,Comedy,,,,,,,
103,688,The Bridges of Madison County,"['Drama', 'Romance']",1995,135,24000000,182016617,7.3,397,Drama,Romance,,,,,,
104,11907,Nobody Loves Me,"['Drama', 'Comedy', 'Family']",1994,104,0,0,5.1,5,Drama,Comedy,Family,,,,,
105,10874,Muppet Treasure Island,"['Action', 'Comedy', 'Music', 'Family', 'Adventure']",1996,100,0,34327391,6.5,93,Action,Comedy,Music,Family,Adventure,,,
106,89333,Catwalk,['Documentary'],1995,95,0,0,7.0,2,Documentary,,,,,,,
107,96357,Headless Body in Topless Bar,['Crime'],1995,110,0,0,0.0,0,Crime,,,,,,,
108,197,Braveheart,"['Action', 'Drama', 'History', 'War']",1995,177,72000000,210000000,7.7,3404,Action,Drama,History,War,,,,
110,33542,Rumble in the Bronx,"['Crime', 'Action', 'Comedy', 'Thriller']",1995,91,7500000,32392047,6.5,245,Crime,Action,Comedy,Thriller,,,,
111,43566,Before and After,"['Drama', 'Thriller']",1996,108,35000000,0,5.8,37,Drama,Thriller,,,,,,
112,71754,Margaret's Museum,['Drama'],1995,114,0,0,7.5,2,Drama,,,,,,,
113,43612,Happiness Is in the Field,['Comedy'],1995,106,13365000,0,7.0,23,Comedy,,,,,,,
114,51352,Anne Frank Remembered,"['Documentary', 'Drama', 'Foreign']",1995,117,0,1,7.3,4,Documentary,Drama,Foreign,,,,,
115,16934,The Young Poisoner's Handbook,"['Comedy', 'Crime', 'Drama']",1995,99,0,0,6.9,19,Comedy,Crime,Drama,,,,,
116,10324,If Lucy Fell,"['Comedy', 'Romance']",1996,92,0,0,5.4,11,Comedy,Romance,,,,,,
117,78406,Steal Big Steal Little,"['Comedy', 'Drama']",1995,113,25000000,6278139,5.1,7,Comedy,Drama,,,,,,
118,55731,Race the Sun,"['Action', 'Adventure', 'Comedy', 'Drama', 'Family']",1996,100,0,0,5.2,21,Action,Adventure,Comedy,Drama,Family,,,
119,32119,The Boys of St. Vincent,['Drama'],1992,90,0,0,7.0,7,Drama,,,,,,,
120,11066,Boomerang,"['Comedy', 'Romance']",1992,117,40000000,70100000,5.4,139,Comedy,Romance,,,,,,
121,11104,Chungking Express,"['Drama', 'Comedy', 'Romance']",1994,102,0,0,7.9,249,Drama,Comedy,Romance,,,,,
122,37975,The Star Maker,"['Drama', 'Romance']",1995,113,0,0,6.8,29,Drama,Romance,,,,,,
123,2074,Flirting with Disaster,"['Comedy', 'Romance']",1996,92,7000000,14702438,6.3,66,Comedy,Romance,,,,,,
124,27793,The Neverending Story III: Escape from Fantasia,['Fantasy'],1994,95,17000000,0,4.4,105,Fantasy,,,,,,,
125,44284,The Silences of the Palace,['Drama'],1994,116,0,0,4.3,3,Drama,,,,,,,
126,290157,Jupiter's Wife,[],1995,87,0,0,0.0,0,,,,,,,,
127,110972,Pie in the Sky,"['Comedy', 'Romance']",1996,95,0,0,7.0,2,Comedy,Romance,,,,,,
128,32622,Angela,"['Comedy', 'Drama']",1995,99,0,0,5.6,9,Comedy,Drama,,,,,,
129,73067,Frankie Starlight,"['Drama', 'Romance', 'War']",1995,101,0,0,5.4,4,Drama,Romance,War,,,,,
130,11863,Jade,"['Action', 'Thriller', 'Mystery', 'Romance']",1995,95,50000000,9851610,5.1,45,Action,Thriller,Mystery,Romance,,,,
131,55475,Nueba Yol,"['Comedy', 'Drama', 'Romance']",1995,102,0,0,5.5,1,Comedy,Drama,Romance,,,,,
132,124636,Sonic Outlaws,"['Music', 'Documentary']",1995,87,0,0,0.0,0,Music,Documentary,,,,,,
133,9101,Down Periscope,['Comedy'],1996,92,0,0,5.6,110,Comedy,,,,,,,
134,123360,From the Journals of Jean Seberg,['Documentary'],1995,97,0,0,6.5,2,Documentary,,,,,,,
135,5757,Man of the Year,['Comedy'],1995,86,0,209935,3.8,2,Comedy,,,,,,,
136,39428,The Neon Bible,['Drama'],1995,91,0,0,7.2,5,Drama,,,,,,,
137,124639,Target,[],1995,122,0,0,0.0,0,,,,,,,,
138,9302,Up Close & Personal,"['Drama', 'Romance']",1996,119,60000000,0,5.9,51,Drama,Romance,,,,,,
139,11000,The Birdcage,['Comedy'],1996,117,31000000,185260553,6.7,303,Comedy,,,,,,,
140,249882,Virgin Mary,['Drama'],1995,125,0,0,7.0,2,Drama,,,,,,,
141,16388,The Brothers McMullen,"['Comedy', 'Drama', 'Romance']",1995,98,0,0,6.3,23,Comedy,Drama,Romance,,,,,
142,9737,Bad Boys,"['Action', 'Comedy', 'Crime', 'Thriller']",1995,118,19000000,141407024,6.5,1729,Action,Comedy,Crime,Thriller,,,,
143,30765,The Amazing Panda Adventure,"['Action', 'Adventure', 'Drama', 'Family']",1995,81,0,0,5.0,31,Action,Adventure,Drama,Family,,,,
144,10474,The Basketball Diaries,"['Drama', 'Crime']",1995,102,0,0,7.2,472,Drama,Crime,,,,,,
145,22279,An Awfully Big Adventure,"['Romance', 'Drama', 'Comedy']",1995,113,4000000,851545,6.0,11,Romance,Drama,Comedy,,,,,
146,30157,Amateur,"['Crime', 'Comedy', 'Drama', 'Thriller']",1994,105,0,0,6.5,21,Crime,Comedy,Drama,Thriller,,,,
147,568,Apollo 13,['Drama'],1995,140,52000000,355237933,7.3,1637,Drama,,,,,,,
148,11780,Rob Roy,['Adventure'],1995,139,28000000,31596911,6.5,151,Adventure,,,,,,,
149,34996,The Addiction,"['Drama', 'Horror']",1995,82,0,0,6.4,46,Drama,Horror,,,,,,
150,414,Batman Forever,"['Action', 'Crime', 'Fantasy']",1995,121,100000000,336529144,5.2,1529,Action,Crime,Fantasy,,,,,
152,1873,Beyond Rangoon,"['Drama', 'Thriller']",1995,100,0,0,6.4,21,Drama,Thriller,,,,,,
153,5894,Blue in the Face,['Comedy'],1995,83,2000000,1275000,6.8,28,Comedy,,,,,,,
154,1775,Canadian Bacon,"['Action', 'Comedy']",1995,91,11000000,178104,5.9,57,Action,Comedy,,,,,,
155,8839,Casper,"['Fantasy', 'Comedy', 'Family']",1995,100,50000000,287928194,6.0,1045,Fantasy,Comedy,Family,,,,,
156,20649,Clockers,"['Mystery', 'Crime', 'Drama']",1995,128,25000000,13071518,6.8,69,Mystery,Crime,Drama,,,,,
157,10329,Congo,"['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']",1995,109,50000000,152022101,5.0,214,Action,Adventure,Drama,Mystery,Science Fiction,Thriller,,
158,8963,Crimson Tide,"['Action', 'Thriller', 'Drama']",1995,116,53000000,157387195,7.0,508,Action,Thriller,Drama,,,,,
159,26564,Crumb,['Documentary'],1994,119,0,3174695,7.6,71,Documentary,,,,,,,
160,8068,Desperado,"['Thriller', 'Action', 'Crime']",1995,104,7000000,25405445,6.8,898,Thriller,Action,Crime,,,,,
161,8512,Devil in a Blue Dress,"['Drama', 'Mystery', 'Thriller']",1995,102,27000000,16140822,6.3,88,Drama,Mystery,Thriller,,,,,
162,1572,Die Hard: With a Vengeance,"['Action', 'Thriller']",1995,128,90000000,366101666,6.9,2094,Action,Thriller,,,,,,
163,13552,The Doom Generation,"['Action', 'Comedy', 'Crime', 'Drama']",1995,80,0,0,5.6,57,Action,Comedy,Crime,Drama,,,,
164,259209,Feast of July,"['Drama', 'Crime']",1995,116,0,0,0.0,0,Drama,Crime,,,,,,
165,6520,First Knight,"['Action', 'Adventure', 'Drama', 'Romance']",1995,134,55000000,127600435,5.9,319,Action,Adventure,Drama,Romance,,,,
166,9073,Free Willy 2 - The Adventure Home,['Adventure'],1995,95,0,0,5.5,130,Adventure,,,,,,,
167,10428,Hackers,"['Action', 'Crime', 'Thriller', 'Drama']",1995,107,20000000,7563728,6.2,406,Action,Crime,Thriller,Drama,,,,
168,17447,Jeffrey,"['Comedy', 'Drama', 'Romance']",1995,92,0,0,6.5,19,Comedy,Drama,Romance,,,,,
169,9886,Johnny Mnemonic,"['Adventure', 'Action', 'Drama', 'Science Fiction', 'Thriller']",1995,97,25000000,19075720,5.5,380,Adventure,Action,Drama,Science Fiction,Thriller,,,
170,9482,Judge Dredd,['Science Fiction'],1995,96,90000000,113493481,5.4,643,Science Fiction,,,,,,,
171,19326,Jury Duty,"['Comedy', 'Drama']",1995,88,0,17014653,4.0,34,Comedy,Drama,,,,,,
172,9344,Kids,"['Drama', 'Crime']",1995,91,1500000,7412216,6.8,280,Drama,Crime,,,,,,
173,9071,Living in Oblivion,"['Drama', 'Comedy']",1995,89,500000,1148752,7.2,64,Drama,Comedy,,,,,,
174,8973,Lord of Illusions,"['Mystery', 'Horror', 'Thriller']",1995,119,0,0,5.9,87,Mystery,Horror,Thriller,,,,,
175,15730,Love & Human Remains,"['Comedy', 'Drama']",1993,100,0,0,7.0,7,Comedy,Drama,,,,,,
176,47608,Mad Love,"['Drama', 'Family', 'Romance']",1995,95,0,15453274,5.5,27,Drama,Family,Romance,,,,,
177,2293,Mallrats,"['Romance', 'Comedy']",1995,94,6000000,2122561,6.8,400,Romance,Comedy,,,,,,
178,9070,Mighty Morphin Power Rangers: The Movie,"['Action', 'Adventure', 'Science Fiction', 'Family', 'Fantasy']",1995,92,15000000,66000000,5.2,153,Action,Adventure,Science Fiction,Family,Fantasy,,,
179,68274,Moonlight and Valentino,"['Comedy', 'Drama', 'Romance']",1995,100,0,0,5.6,10,Comedy,Drama,Romance,,,,,
180,48787,Mute Witness,"['Thriller', 'Foreign']",1995,95,2,1,6.4,36,Thriller,Foreign,,,,,,
181,34574,Nadja,"['Horror', 'Thriller']",1994,93,0,0,5.9,12,Horror,Thriller,,,,,,
182,1642,The Net,"['Crime', 'Drama', 'Mystery', 'Thriller', 'Action']",1995,114,22000000,110627965,5.6,359,Crime,Drama,Mystery,Thriller,Action,,,
183,11472,Nine Months,['Comedy'],1995,103,0,69660733,5.5,171,Comedy,,,,,,,
184,36196,Party Girl,['Comedy'],1995,94,150000,472370,5.8,14,Comedy,,,,,,,
185,11980,The Prophecy,"['Fantasy', 'Horror', 'Thriller']",1995,98,8,16,6.4,139,Fantasy,Horror,Thriller,,,,,
186,58372,Reckless,"['Fantasy', 'Comedy', 'Drama']",1995,91,0,0,10.0,1,Fantasy,Comedy,Drama,,,,,
187,32646,Safe,['Drama'],1995,119,0,0,7.2,62,Drama,,,,,,,
188,10533,The Scarlet Letter,"['Drama', 'History', 'Romance']",1995,135,50000000,10382407,5.5,111,Drama,History,Romance,,,,,
189,56088,The Show,['Documentary'],1995,93,0,0,5.3,2,Documentary,,,,,,,
190,10802,Showgirls,['Drama'],1995,128,45000000,20350754,4.9,261,Drama,,,,,,,
191,10149,Smoke,"['Comedy', 'Drama']",1995,112,7000000,8349430,7.2,115,Comedy,Drama,,,,,,
192,18402,Something to Talk About,['Comedy'],1995,106,0,50892160,5.7,60,Comedy,,,,,,,
193,9348,Species,"['Science Fiction', 'Horror', 'Action']",1995,108,35000000,113374103,5.5,457,Science Fiction,Horror,Action,,,,,
194,139408,The Stars Fell on Henrietta,['Drama'],1995,109,0,0,6.6,6,Drama,,,,,,,
195,281,Strange Days,"['Crime', 'Drama', 'Science Fiction', 'Thriller']",1995,145,42000000,7959291,6.8,334,Crime,Drama,Science Fiction,Thriller,,,,
197,79593,The Tie That Binds,['Thriller'],1995,99,14000000,5780000,4.6,9,Thriller,,,,,,,
198,47939,Three Wishes,"['Drama', 'Fantasy']",1995,115,0,7025496,6.1,18,Drama,Fantasy,,,,,,
199,36834,Total Eclipse,"['Drama', 'Romance']",1995,111,0,339889,6.5,112,Drama,Romance,,,,,,
200,9090,"To Wong Foo, Thanks for Everything! Julie Newmar",['Comedy'],1995,105,0,47774193,6.3,117,Comedy,,,,,,,
201,3512,Under Siege 2: Dark Territory,"['Action', 'Thriller']",1995,100,60000000,104324083,5.6,217,Action,Thriller,,,,,,
202,52856,Unstrung Heroes,"['Comedy', 'Drama', 'Family']",1995,93,0,0,6.4,9,Comedy,Drama,Family,,,,,
203,77350,Unzipped,['Documentary'],1995,73,0,0,6.0,6,Documentary,,,,,,,
204,9560,A Walk in the Clouds,"['Drama', 'Romance']",1995,103,20000000,50012507,6.5,168,Drama,Romance,,,,,,
205,9804,Waterworld,"['Adventure', 'Action']",1995,135,175000000,264218220,5.9,1017,Adventure,Action,,,,,,
206,31611,White Man's Burden,['Drama'],1995,89,8000000,0,5.1,25,Drama,,,,,,,
207,65796,Wild Bill,"['Action', 'Western']",1995,98,30000000,0,5.9,27,Action,Western,,,,,,
208,49805,The Browning Version,['Drama'],1994,97,0,0,6.0,11,Drama,,,,,,,
209,26258,Bushwhacked,"['Adventure', 'Action', 'Comedy', 'Crime', 'Family']",1995,90,0,0,4.9,29,Adventure,Action,Comedy,Crime,Family,,,
210,50797,Burnt by the Sun,['Drama'],1994,135,2800000,2616503,6.7,35,Drama,,,,,,,
211,19155,Before the Rain,"['Drama', 'War']",1994,113,0,763847,7.7,45,Drama,War,,,,,,
212,76,Before Sunrise,"['Drama', 'Romance']",1995,105,2500000,5535405,7.7,984,Drama,Romance,,,,,,
213,11017,Billy Madison,['Comedy'],1995,89,10000000,26488734,6.2,464,Comedy,,,,,,,
214,37141,The Babysitter,"['Drama', 'Thriller']",1995,90,0,0,4.7,27,Drama,Thriller,,,,,,
215,9382,Boys on the Side,"['Comedy', 'Drama']",1995,115,21000000,23450000,6.3,48,Comedy,Drama,,,,,,
216,6715,The Cure,"['Drama', 'Family']",1995,97,0,0,7.2,58,Drama,Family,,,,,,
217,18256,Castle Freak,"['Thriller', 'Drama', 'Horror', 'Mystery']",1995,95,0,0,5.8,40,Thriller,Drama,Horror,Mystery,,,,
218,22625,Circle of Friends,"['Drama', 'Family', 'Romance']",1995,103,0,0,6.5,30,Drama,Family,Romance,,,,,
219,2292,Clerks,['Comedy'],1994,92,27000,3151130,7.4,769,Comedy,,,,,,,
220,1909,Don Juan DeMarco,"['Romance', 'Drama', 'Comedy']",1994,97,25000000,22200000,6.3,184,Romance,Drama,Comedy,,,,,
221,8984,Disclosure,"['Drama', 'Thriller', 'Crime', 'Mystery', 'Romance']",1994,123,55000000,214015089,5.9,217,Drama,Thriller,Crime,Mystery,Romance,,,
222,61813,Dream Man,['Thriller'],1995,0,0,0,2.5,1,Thriller,,,,,,,
223,4954,Drop Zone,"['Action', 'Adventure', 'Thriller']",1994,101,45000000,0,5.1,91,Action,Adventure,Thriller,,,,,
224,62488,Destiny Turns on the Radio,"['Crime', 'Comedy', 'Fantasy']",1995,0,0,0,5.3,9,Crime,Comedy,Fantasy,,,,,
225,10531,Death and the Maiden,"['Drama', 'Thriller', 'Mystery']",1994,103,0,0,7.1,92,Drama,Thriller,Mystery,,,,,
226,11929,Dolores Claiborne,"['Crime', 'Drama', 'Mystery']",1995,132,0,0,7.1,183,Crime,Drama,Mystery,,,,,
227,8467,Dumb and Dumber,['Comedy'],1994,107,16000000,247275374,6.5,1894,Comedy,,,,,,,
