userId,,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
11,3.2930731696081934,3.025287103120284,3.5140517481520313,4.0068131606022455,3.1917474091650058,3.046425902528479,3.219725685350178,3.1703885029298458,2.981335769542407,2.94406135233861,0.0,2.8911267999279207,3.347321113448131,0.0,3.221924730031166,3.41325521618311,3.2731362467866325,3.2133569739952716,3.3421668509308105,0.0,2.7820287970957613
12,3.159463390031854,3.122967082439904,3.0247196883452556,3.2833342984015923,3.135497472621758,3.1848341070433213,3.6846052749062954,3.1779303702820796,2.8635904722890744,3.4416738424180067,0.0,0.0,3.323892060717957,3.25741146403797,2.8726267959029883,3.319853467613078,3.362921669525443,0.0,3.317623252391464,3.0706448218044526,3.58745247148289
13,0.0,0.0,3.9185131552828096,0.0,2.869866608441923,0.0,0.0,3.45047288222147,0.0,0.0,0.0,0.0,0.0,0.0,3.6857976653696496,0.0,3.6477151965993624,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,3.793858315597446,0.0,0.0,3.9286293585668375,0.0,0.0,0.0,0.0,0.0,0.0,3.821982549684925,0.0,0.0,0.0,4.12129043498461,0.0,0.0
15,3.3242073169244293,3.5089642846885227,3.349470290883158,3.2301072865411653,3.537291076595983,3.4470996732515835,3.2420666451357487,3.6110077749084355,3.471061435672601,3.2583456114963347,0.0,0.0,3.38531226037071,3.718506947854121,3.703083211734612,3.551558937011386,3.6380835563484983,0.0,3.64405544183781,3.674089309492106,0.0
16,4.025562775914219,3.9168347509224892,3.668293914213484,4.089156166475754,3.7173310794364447,3.8701608791466726,3.917436388913054,3.7618315137261598,3.220227264891363,4.103057802305308,0.0,4.014658954926206,3.874413079991875,4.0064216371454275,4.086493442779618,3.609234691991783,3.777231854893466,0.0,3.8634410806881347,3.6858061451627377,3.8584306128531565
17,0.0,2.7022253425178526,0.0,0.0,3.2527408699904874,2.753315649867374,2.7827868852459017,2.8973299510151853,0.0,3.2115384615384617,0.0,0.0,0.0,0.0,0.0,2.9141176470588235,2.0294353686581106,0.0,0.0,0.0,2.826108870967742
18,0.0,3.46,0.0,0.0,2.9328122371134873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4344487344487344,0.0,0.0,0.0,0.0,0.0,3.727896649172386,0.0,0.0
19,0.0,3.852850539291217,0.0,3.849469964664311,3.36704853034651,3.665977836315742,0.0,3.3538799250440827,0.0,0.0,0.0,3.0221948212083847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,3.0085031273263665,3.168776291715644,3.0953797198147184,2.8569171596769807,3.141209094007135,3.2471526683910152,3.316927382425206,3.095555145941765,0.0,3.3015226163107627,0.0,3.8357082984073765,3.285526379951692,3.1885407327911017,2.919453734671126,2.767488821964659,3.241744386829039,0.0,3.0764370854544416,2.83801092961945,0.0
21,2.9075372480280457,3.229443936148056,2.71309963099631,0.0,3.4290909567702044,0.0,0.0,3.1555832100025003,0.0,0.0,0.0,0.0,3.498266538327494,0.0,0.0,3.078038674033149,0.0,0.0,2.5568181818181817,0.0,0.0
22,0.0,3.254968999288092,3.3690516612057113,0.0,3.3032173433968786,2.8345008756567425,2.9536082474226806,3.3388881225204696,0.0,2.856687898089172,0.0,0.0,0.0,3.5029828340581615,2.8274277219723136,3.1593158951776203,3.5194401244167963,0.0,3.2239824169834748,0.0,0.0
23,0.0,3.024752574941954,3.2330825194339248,0.0,0.0,2.3034579098556143,0.0,2.742424242424242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.068090855788105,0.0,0.0
24,3.434153670808728,3.2935518812546585,3.114852559210207,2.728823977828328,3.195714242961365,3.269825119158879,3.519293491622747,3.1679853816121213,2.7290764734612045,3.094956574902233,0.0,3.3515157366286927,3.006713340673087,3.6990383418822232,3.2596015833188177,3.359346490245553,3.1160157886930344,2.9714285714285715,3.0846529477059477,3.277004586430492,3.1914223781998348
25,3.304376448902792,3.1254443282469735,3.790896843725943,0.0,3.065510271528172,2.738213399503722,0.0,2.810463188249649,0.0,0.0,0.0,0.0,3.532356748370514,0.0,0.0,3.567576894714339,0.0,0.0,3.5179977502812148,0.0,0.0
26,0.0,0.0,0.0,0.0,2.9559359067734885,0.0,2.13871902156421,2.9133790737564325,0.0,0.0,0.0,0.0,0.0,2.2618465301131154,0.0,2.4563462023719405,0.0,0.0,0.0,0.0,0.0
27,0.0,3.0093886813608215,2.93526847655166,2.599971543040293,3.0083784761816093,2.3811528497409324,3.6035313001605136,3.013080043056568,0.0,0.0,0.0,0.0,2.9156134980044435,0.0,3.5538461538461537,2.982759383250196,3.2624224421084933,0.0,3.2230685513052655,0.0,0.0
28,2.9554977200473176,2.473333333333333,0.0,0.0,2.980075667977712,3.5180387549289254,0.0,2.527127061810929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0121104766664,3.027876219825372,3.628205128205128,2.4010614101592114,0.0,0.0
29,2.975069847410273,3.3218155671346627,3.2376932401587344,0.0,3.297848536095598,2.993014017352087,3.407056263599627,2.951051937426112,0.0,2.721376841479281,0.0,0.0,2.808772093870398,0.0,0.0,2.722518676627535,0.0,0.0,2.9026838625995692,0.0,0.0
30,2.719551282051282,3.245762070264244,2.917737666906667,3.8290273556231003,3.0985553785850635,3.315114605447006,3.1765153968982394,3.159397368621018,0.0,3.4434632336665114,0.0,0.0,2.7905677494812355,3.380818176535534,2.8226691638551547,3.013467504367457,3.6187683284457477,0.0,3.256163976833882,0.0,0.0
31,0.0,2.8299492385786804,0.0,0.0,3.349626093285791,0.0,0.0,3.521113243761996,0.0,2.602880658436214,0.0,0.0,2.679174563661565,0.0,0.0,0.0,0.0,0.0,3.883164005805515,0.0,0.0
32,3.1121374023914607,3.238675188554013,3.4468611775494535,2.9240147470124587,3.1020278746009113,0.0,2.8823721081785596,3.259070057974893,0.0,3.3164963808869437,0.0,0.0,3.171339376163575,0.0,3.015588739784078,3.234843711257815,3.7311191992720656,0.0,3.6423319327731094,0.0,0.0
33,0.0,3.2061059099381786,3.5700253485424587,3.19811320754717,3.088165032612746,3.147228724225652,2.6583403895004234,3.2004431512639164,3.0595186186448067,0.0,0.0,0.0,3.1706426263663237,0.0,3.383720930232558,2.6975787354960925,0.0,0.0,3.364326375711575,3.3583044982698964,0.0
34,2.7788920824937775,3.0816144402459336,3.2164350469121805,3.3435435869207124,3.3084224978313874,2.9257137472416055,3.091300941985983,3.1763109720429976,3.770258236865539,3.8413414040443947,0.0,3.41924540122296,3.3741274727512773,2.9375,3.2675380627355257,2.972232425673073,2.552545155993432,0.0,3.614158973504194,3.596414342629482,2.7816897608036504
35,3.32311320754717,3.9662543428385844,0.0,0.0,3.4973417268767215,3.329371864359469,0.0,3.7410137038573237,0.0,0.0,0.0,0.0,3.6025926853173877,3.7006525054214423,0.0,4.048571428571429,0.0,0.0,3.5878980891719747,0.0,0.0
36,0.0,0.0,0.0,0.0,3.4498679611052743,0.0,2.963963963963964,3.1268671632997047,0.0,2.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4486215538847116
37,2.7911372875345886,3.4562320509478273,3.1294724207631335,3.5932600480894057,3.2395839420870045,3.2934501729536527,3.3441588851174506,3.3663807601717557,3.3329466357308584,3.345528455284553,0.0,0.0,3.2519040989511585,3.2749905869586047,0.0,3.6292416293404215,3.6513984323664523,0.0,3.4672100574098232,2.899578024918945,2.9954582508442997
38,0.0,3.0708410608965884,0.0,0.0,3.14877916222481,0.0,0.0,3.208750276332758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2324082167832167,0.0,2.311926605504587,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.220737563693684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3068181818181817,0.0,0.0,0.0,0.0,0.0
40,3.2,3.8977575495526486,2.81437125748503,0.0,2.994327986281496,0.0,0.0,3.600350605484992,0.0,2.5454545454545454,0.0,0.0,0.0,0.0,2.53125,0.0,2.7519126189593375,0.0,3.8563563563563563,0.0,0.0
41,3.500470809792844,3.084661803770317,3.3956720195060974,3.3963212647224914,3.2200846716848157,3.084254769722265,3.6950265735471644,3.221948406297672,0.0,3.281879812018798,0.0,0.0,3.4407491318249828,0.0,0.0,3.0203023430615277,3.3575707152527428,0.0,3.536495867432108,0.0,3.0
42,0.0,3.0986726441631505,3.5737272727272726,0.0,2.8846153846153846,3.302742287316921,0.0,3.5377358490566038,3.066811384466956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6411710252256424,0.0,0.0
43,3.2583650062591625,3.171990536931936,3.4071492149440212,3.4622371254181723,3.021590826822587,3.149967019180309,3.1437754068505868,3.1386858660566266,3.6729853212792847,3.1161301246676665,0.0,2.4183381088825215,3.0454304140884765,2.916013496342515,3.4420970266040687,3.254031436711258,3.4523795882431587,0.0,3.6113249721285614,0.0,3.7213324868775564
44,3.8003646308113037,2.38433933866475,0.0,0.0,3.3060258984812827,3.1666666666666665,4.003576537911302,2.9844940056564404,0.0,0.0,0.0,0.0,3.1151202749140894,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1219304643812302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,3.1669103612667695,3.120386874244772,3.245652180814924,3.443873254206774,3.036117684797434,3.0268826285576877,3.2126280958089137,3.1677277254738683,3.357268888885975,3.2022185560834044,0.0,3.110331798961501,3.2938263662283402,2.895858124360206,2.9378605757734197,3.18972653054897,3.256935157848763,0.0,2.878858907811259,3.0687463409183158,3.076729230021003
47,3.0442097855334787,3.0753738336426224,2.9122768739586284,3.032849982098102,2.9745094446818445,2.908782718920398,3.1635513513789544,2.9845972591398606,2.776920293542296,2.3236842105263156,0.0,0.0,3.0775812476945315,3.215788314350986,2.830243399810524,3.0531021122572093,0.0,0.0,3.306672206506892,2.0306122448979593,2.7334745762711865
48,3.2194744976816074,3.2598252926071587,3.343790048335503,0.0,3.5038687291764554,0.0,0.0,3.304346484736484,0.0,2.656530969030969,0.0,0.0,3.8122919092741228,0.0,0.0,3.3531468531468533,0.0,0.0,3.1297297297297297,0.0,0.0
49,2.2983559740660695,3.3105302754735586,3.2806995477891054,3.2005976542043797,3.1820052487221124,2.9295064186837507,2.764139375826087,3.2543321073012486,3.4423076923076925,3.26907533253408,3.399193548387097,0.0,3.0898170464365022,3.7075,2.889033353359634,2.916440387513102,3.135361989300101,0.0,3.213508838421987,3.45,3.2414695889873193
50,0.0,3.4823033129844294,0.0,0.0,3.111430557320486,0.0,0.0,2.7435851531280933,3.1988636363636362,3.7940140845070425,0.0,0.0,0.0,0.0,0.0,2.7253521126760565,0.0,0.0,0.0,0.0,0.0
51,0.0,3.204661098825942,3.0633246338987963,0.0,3.0531328007304808,2.496391507997993,0.0,3.067385812039097,0.0,3.1356834706006573,0.0,0.0,2.993417450599771,0.0,2.7357142857142858,3.211376230253908,0.0,0.0,3.3826007931262394,3.4264069264069263,0.0
52,0.0,3.082201069108642,3.7361516034985423,0.0,2.4030944625407167,3.345821325648415,0.0,3.3434100877192985,0.0,0.0,0.0,0.0,3.2600561000755435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4264214046822743
53,0.0,3.1137168062720773,3.1324343745427705,2.8585677504468467,2.9989238366762394,3.200215437216085,3.3377430870219844,3.16649988619256,2.842909153952843,3.171254423908769,0.0,0.0,3.234939073454412,2.4693877551020407,3.244651292025563,3.188825962494022,2.813935516146631,0.0,3.229131932866511,0.0,2.8119285652067183
54,0.0,2.768096517505765,3.3200467108470395,0.0,3.2287534437083845,3.0,0.0,3.093683613912552,0.0,0.0,0.0,0.0,3.280406560103791,0.0,0.0,0.0,2.9027777777777777,0.0,0.0,0.0,0.0
55,0.0,3.196117671782585,2.3640661938534278,3.1252354048964217,2.9237822666366484,3.374412494537128,3.1012498303283262,2.9207133585781544,0.0,2.6857080586133915,0.0,0.0,2.8721245126447013,0.0,2.894735698139454,3.4622213901424823,3.159107515926189,0.0,3.071327019206631,2.684981684981685,3.0460526315789473
56,3.469527570908824,2.976975977186993,2.817620812756527,3.5945945945945947,2.974784886157065,3.137254060421074,2.8627274959803306,2.8873499697708596,0.0,3.069524797907923,3.162065095398429,0.0,3.1383405786134126,0.0,3.4993291192080624,3.335418826372448,2.961090400745573,0.0,3.054277788580505,3.1576581929118372,3.571969696969697
57,0.0,0.0,0.0,0.0,3.341855763698825,0.0,0.0,2.9515726721971225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3385753176043558,0.0,0.0,0.0,0.0
58,0.0,3.444917034431702,3.2779927760577916,3.86652977412731,3.0385477219037242,3.40112039029313,0.0,3.041784541528028,0.0,3.337370242214533,0.0,0.0,2.690647581802672,0.0,3.2079646017699117,0.0,2.9375,0.0,2.7567567567567566,2.6991150442477876,0.0
59,0.0,3.580951274664684,0.0,0.0,3.0592768574571645,2.8673801369863012,0.0,3.2232348389528527,0.0,0.0,0.0,0.0,0.0,2.958857808857809,0.0,0.0,0.0,0.0,3.834838594294912,3.6147540983606556,0.0
60,3.672348484848485,3.207488502150587,3.09203743684826,0.0,3.1531749160256646,3.23324035733456,3.034278160354156,3.2426739796478077,3.6818181818181817,3.618516086671044,0.0,0.0,3.4098892592652255,2.875,3.5089285714285716,3.2055555555555557,3.458750092907826,0.0,2.937622620310486,2.723954246135999,3.076245644599303
61,0.0,2.7884615384615383,0.0,0.0,3.286609522842458,0.0,3.4055793991416308,3.0970456060750546,3.486111111111111,2.781944112729878,0.0,0.0,2.7268041237113403,0.0,2.7890625,0.0,0.0,0.0,0.0,0.0,0.0
62,3.30664085243883,3.27909958550193,3.3885081081058273,3.1551617856545042,3.1621586858559305,3.1846207008557026,3.414558346938492,3.25932156004016,2.992358037228653,3.037620486171325,3.525,2.9519911504424776,3.211537543370201,3.054230421464908,3.3908266129032256,3.0966858876996715,0.0,3.20699481865285,3.2461631216824856,2.171875,3.322906705403378
63,3.0140845070422535,2.9865963446932406,3.421346469622332,2.747197571228398,3.185767129932197,3.2389502701413218,3.229095743255936,3.090238013219186,3.8130280430415278,0.0,3.0416666666666665,0.0,2.3251516093259434,3.2988669988669987,0.0,3.057492393509128,3.578740157480315,0.0,3.397066643426156,3.1363636363636362,2.675305909118859
64,3.70727620191733,3.350565360819548,2.662470058975891,0.0,3.4019305756817615,2.63031230780013,2.974296260399106,3.300301419542242,3.451360544217687,3.388888888888889,0.0,0.0,3.156206254613728,0.0,3.214788732394366,2.826771653543307,2.990950226244344,0.0,0.0,3.192982456140351,0.0
65,3.360352171340421,3.2298459426615103,3.323142793895923,3.211123552679991,3.2939006631510677,3.231138110688564,3.1475731712122696,3.298809700377605,3.8209876543209877,2.9018977564837574,0.0,1.3594059405940595,3.108322018175797,3.313959499761966,3.551205146736344,3.14440578780691,3.0876233662309946,0.0,3.1759995167754056,0.0,3.604987118145013
66,0.0,3.1980988387143383,3.771399476831091,0.0,3.0073955494737445,3.3123486682808716,3.656733746130031,2.870254462429125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52463768115942,0.0
67,3.5903361344537816,3.332075281332134,3.5696221815965874,2.696969696969697,3.51849931577637,3.6221217251473177,3.8551307847082494,3.4273389665906255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.629847296782642,0.0,0.0,0.0,3.664178294903429,0.0
68,3.2436563138675556,3.418953788336758,3.5187660170783013,3.6988078541374474,3.2279297250335963,3.1074589791604925,2.9987239132469807,3.216982667973918,3.4686144986449863,3.0109103154579495,0.0,0.0,3.255704346837176,2.847678679862361,3.150976401037783,3.2522094624296227,3.2499579236424836,0.0,2.8770642615218303,3.7019585150353076,3.160808426280934
69,0.0,3.887240856227878,3.8452380952380953,0.0,3.1916511000415113,3.0339742314339495,4.105343980343981,3.219832881142947,0.0,3.819935691318328,0.0,0.0,0.0,0.0,0.0,0.0,3.1826923076923075,0.0,0.0,0.0,3.2008317681781593
70,0.0,0.0,0.0,0.0,2.8257593346680254,0.0,3.6920289855072466,3.32326209575958,0.0,2.3424657534246576,0.0,0.0,0.0,0.0,0.0,3.585854011954356,0.0,0.0,0.0,0.0,0.0
71,0.0,2.855465092535495,3.7862493311931513,0.0,3.203881138086657,0.0,3.0048672566371684,3.1761358589375592,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.2523364485981308,0.0,0.0,3.419842171790382,0.0,0.0
72,0.0,2.418918918918919,0.0,0.0,3.105610734242271,4.075206611570248,0.0,2.656594213109749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,3.1792452830188678,0.0,2.9523460410557183,0.0,3.0326148610323314,0.0,0.0,3.271016657214791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5528846153846154,0.0,0.0
74,3.4951923076923075,3.2709531793868036,3.2113045231927413,3.8315504129825713,3.368112768960752,3.038663900503339,3.1827651515151514,3.494325986614451,3.9505882352941177,3.5456551898095596,0.0,2.336248012718601,3.8217864774103325,3.518867924528302,0.0,2.8893737424547283,0.0,0.0,3.5328185328185326,3.269230769230769,3.307926829268293
75,3.7773837728869215,3.799623617972242,3.205357142857143,2.853448275862069,3.6276905498878413,3.4444867098097918,3.6338934819617505,3.3366978454732403,0.0,0.0,0.0,0.0,3.396641041214488,3.6135508863043424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,3.33716123596313,2.47817411850935,0.0,3.450204738346732,3.344714222744637,0.0,3.1061765544853364,0.0,2.765957446808511,0.0,3.501207729468599,0.0,0.0,0.0,3.630198984465795,0.0,3.3187919463087248,0.0,2.546153846153846,0.0
77,0.0,3.5824131520855116,3.423076923076923,0.0,3.4977955160025367,3.652027027027027,0.0,3.6695377405132414,0.0,0.0,0.0,0.0,0.0,2.771276595744681,3.551636263864177,2.7535211267605635,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.43959305534648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3467966573816157,0.0,0.0,0.0,0.0,0.0
79,3.5932780217064875,3.3799713423156112,3.368226830663106,3.2857142857142856,3.383928171385615,3.850835415752765,3.098404255319149,3.4525955340983274,0.0,3.0113186029689154,0.0,3.6918535133774455,3.465979472659258,3.5470828912789734,3.6912062116287467,3.8063228443093777,0.0,0.0,3.3525635829565816,3.6133133744138277,3.418676151434772
80,0.0,3.1860550294800785,3.8392857142857144,0.0,3.3614796593627236,3.396814989659394,0.0,3.296587426873433,0.0,0.0,0.0,0.0,3.0060240963855422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,3.2864583333333335,3.626937150381589,3.462025316455696,3.9233668341708543,3.4074827961886687,3.6210526315789475,3.927710843373494,3.2986230250381747,3.5619047619047617,3.8297655432848394,0.0,0.0,3.5243080495758905,3.6040268456375837,1.9603174603174602,3.0526315789473686,3.12,0.0,0.0,0.0,0.0
83,0.0,3.031318681318681,3.479435011709602,0.0,3.2769470030808363,0.0,3.5071823756916842,3.1747035281497196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0816326530612246,0.0,3.5352941176470587,0.0,0.0
84,3.5757575757575757,3.9313725490196076,0.0,0.0,3.6920600379452653,3.446770775750875,3.638655462184874,3.3893062359028487,0.0,3.0565217391304347,0.0,0.0,3.4347138704283693,3.072311495673671,0.0,3.6617625690206337,0.0,0.0,3.691780821917808,0.0,0.0
85,0.0,0.0,3.074277817498853,0.0,3.3159117934778624,3.369565217391304,0.0,2.2236421725239617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,2.060344827586207,3.5,0.0,0.0,3.0943120549862124,0.0,0.0,2.9325518952118745,0.0,0.0,0.0,3.1375,0.0,0.0,0.0,3.0972222222222223,0.0,0.0,2.9324324324324325,0.0,0.0
87,0.0,0.0,2.888888888888889,0.0,3.4350303062487,2.0641025641025643,3.4245283018867925,3.6017142936334157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,1.8780487804878048,0.0,3.0454545454545454,3.692982456140351,0.0,3.0673161802494664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.357142857142857,0.0,0.0
89,0.0,3.272203471770404,0.0,0.0,3.381630394616825,3.6318845946221927,0.0,3.5358587970257043,0.0,0.0,0.0,3.5295018972022305,3.5711299435028248,0.0,3.3027777777777776,3.282829597057364,0.0,0.0,3.6041666666666665,3.557285479590547,3.0375
90,0.0,2.970149253731343,0.0,0.0,3.96243654822335,3.3924418604651163,0.0,3.1468198566704615,0.0,0.0,0.0,0.0,3.0120967741935485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,3.318183810253583,0.0,2.6734104046242773,3.3309470171589646,3.327116402116402,2.97265625,3.6659122506319752,3.5734126984126986,0.0,0.0,3.113588110403397,3.75180112982809,3.6900489396411094,3.2890625,3.1456043956043955,0.0,0.0,3.2739981360671018,3.374016892136517,3.3171939145134024
93,0.0,4.0188356164383565,0.0,0.0,3.4806776295306845,3.5130361229973133,2.5961538461538463,3.470887390810457,3.0074626865671643,0.0,0.0,0.0,2.806122448979592,0.0,0.0,0.0,2.913828661512547,0.0,0.0,2.65625,3.0332480818414322
94,0.0,2.9979803708202915,2.903225806451613,0.0,3.0544797648016777,3.456896551724138,3.525925925925926,3.2646071288027247,0.0,0.0,0.0,0.0,3.263845239029458,0.0,0.0,3.581081081081081,0.0,3.882867132867133,3.0639534883720927,3.2535211267605635,0.0
95,0.0,3.359844204893973,0.0,0.0,3.2784818228366617,0.0,3.5457317073170733,3.2803250232342935,3.8434579439252334,0.0,0.0,0.0,3.767080745341615,0.0,0.0,0.0,3.297278190173206,0.0,2.5754023307436182,0.0,0.0
96,0.0,3.319225705617691,3.672614247311828,0.0,3.283048002170606,0.0,3.0325551679868226,3.4224674143592737,0.0,0.0,0.0,2.381818181818182,3.3463804713804715,0.0,0.0,0.0,0.0,0.0,0.0,3.7032967032967035,0.0
97,2.634634735359227,3.1117825948229054,2.3802308802308803,3.2062937062937062,2.9196628952442905,3.2754946727549465,2.9458790258842127,2.843053138164929,0.0,0.0,0.0,0.0,3.198717948717949,0.0,0.0,3.35289364132743,2.8503503503503502,2.7804878048780486,3.188908999497235,0.0,0.0
98,3.3130208333333333,3.0583481534654067,3.140580073579484,3.3126746757994425,3.210641216941067,3.4720593589508915,2.99705599511742,3.135035221586824,0.0,2.8406444694552757,0.0,2.9276565464895636,2.8778866271531145,1.8018867924528301,2.55208882134414,3.31019313304721,2.8412242945958868,2.9375,3.3254446945442133,3.3474330745161662,0.0
314,3.5146093527539595,3.5359406355917984,0.0,3.3734177215189876,3.663293088980689,3.599009900990099,3.5916674258316155,3.4472463551129087,3.566329656862745,0.0,0.0,3.5252100840336134,3.6037735849056602,0.0,0.0,3.535293857632278,3.338235294117647,0.0,3.5470238095238096,0.0,3.414285714285714
315,0.0,0.0,0.0,3.674626865671642,3.756521739130435,0.0,0.0,3.6860161443494777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.738578680203046,0.0,0.0,0.0,0.0
316,3.512718310524968,3.454732670728242,0.0,3.6522257551669317,3.4788772531072145,0.0,3.6458769002736395,3.643019925136155,3.456896551724138,3.3189655172413794,0.0,0.0,3.441860465116279,0.0,0.0,0.0,0.0,0.0,3.2432432432432434,0.0,0.0
317,3.782608695652174,0.0,0.0,3.772727272727273,3.643218003674219,3.4760717902994323,3.25,3.6037248844525402,0.0,3.9774436090225564,0.0,0.0,0.0,0.0,0.0,3.6308724832214767,0.0,0.0,3.1908602150537635,0.0,0.0
318,0.0,3.43859649122807,0.0,3.536144578313253,3.778688524590164,0.0,3.7,3.6381909547738696,0.0,0.0,0.0,0.0,3.806397495946676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,3.5509867609051886,3.631255973763138,0.0,0.0,3.4256678382696406,3.9146341463414633,3.236579497495365,3.6526317452531116,0.0,3.7610497237569063,0.0,3.6294117647058823,3.5201467397551873,0.0,0.0,3.5433552910846533,3.4782608695652173,3.6805865369403574,3.355392156862745,0.0,3.68
320,3.5082375478927204,3.5747308110244,0.0,0.0,3.6206896551724137,3.5401332606641462,3.53351706970128,3.221092105263158,0.0,0.0,0.0,0.0,3.3563218390804597,0.0,0.0,0.0,0.0,0.0,3.102272727272727,0.0,3.5294117647058822
